datetime,low,high,open,close,volumefrom,volumeto
2018-06-14,92.75,103.0,93.58,100.99,23885.26,2328448.12
2018-06-15,94.74,101.0,100.99,95.43,9290.33,909981.85
2018-06-16,93.0,97.67,95.43,96.46,4594.71,438763.52
2018-06-17,94.65,98.2,96.46,95.0,4935.25,474619.02
2018-06-18,92.96,99.8,95.0,98.67,11503.24,1109829.75
2018-06-19,97.07,101.46,98.67,98.67,8796.49,868089.63
2018-06-20,95.5,98.95,98.67,97.92,6802.91,659209.76
2018-06-21,95.93,99.31,97.92,96.7,7401.51,717967.83
2018-06-22,80.38,96.87,96.7,84.96,35561.16,3109353.79
2018-06-23,81.65,86.99,84.96,83.07,9381.53,786268.97
2018-06-24,73.52,83.68,83.07,80.75,35083.21,2745574.45
2018-06-25,78.68,84.42,80.75,81.68,32689.56,2684862.63
2018-06-26,75.4,82.43,81.68,76.01,15535.02,1235550.77
2018-06-27,75.0,81.7,76.01,80.78,12174.15,958775.33
2018-06-28,74.0,81.38,80.78,74.28,30861.98,2383506.86
2018-06-29,72.52,80.51,74.28,79.03,24815.74,1866863.68
2018-06-30,79.03,84.29,79.03,81.2,19129.72,1563321.2
2018-07-01,77.62,81.53,81.2,79.91,8462.71,672777.1
2018-07-02,78.14,86.86,79.91,85.42,17833.66,1490813.99
2018-07-03,84.1,89.83,85.42,84.99,26968.07,2333855.9
2018-07-04,83.34,89.16,84.99,85.24,15389.41,1323263.95
2018-07-05,81.85,86.85,85.24,83.09,19211.39,1617413.29
2018-07-06,80.65,84.1,83.09,83.13,12310.25,1019169.33
2018-07-07,79.53,85.4,83.13,85.04,12995.03,1066364.14
2018-07-08,81.83,85.66,85.04,82.28,11773.13,987852.94
2018-07-09,80.0,83.74,82.28,80.42,16448.03,1342810.89
2018-07-10,74.37,80.57,80.42,75.87,27900.93,2135765.92
2018-07-11,75.46,80.89,75.87,78.25,24506.38,1895883.2
2018-07-12,74.11,78.29,78.25,76.9,18978.44,1437296.23
2018-07-13,75.07,78.62,76.9,76.7,15718.51,1210694.93
2018-07-14,75.45,77.59,76.7,76.23,5548.01,423935.43
2018-07-15,75.31,79.44,76.23,78.6,6704.64,519475.05
2018-07-16,77.65,83.98,78.6,83.75,22077.92,1810546.12
2018-07-17,81.38,90.0,83.75,89.16,28423.82,2452393.61
2018-07-18,85.1,94.36,89.16,86.06,29945.2,2671321.75
2018-07-19,84.98,88.8,86.06,86.09,12790.21,1108598.78
2018-07-20,81.0,86.47,86.09,81.64,12830.01,1074095.29
2018-07-21,79.62,84.89,81.64,83.51,9189.54,757724.5
2018-07-22,81.61,84.08,83.51,82.34,7201.82,595530.31
2018-07-23,81.14,85.84,82.34,81.3,19324.33,1612635.0
2018-07-24,80.78,89.7,81.3,89.27,19967.07,1730887.85
2018-07-25,84.64,90.61,89.27,86.28,19818.47,1719862.99
2018-07-26,82.89,87.94,86.28,83.51,13188.98,1136755.2
2018-07-27,81.4,85.13,83.51,84.48,11959.97,997983.51
2018-07-28,82.35,84.78,84.48,84.2,6338.83,529325.96
2018-07-29,83.26,85.33,84.2,84.05,5510.92,462478.85
2018-07-30,79.79,84.82,84.05,82.23,15713.8,1295802.32
2018-07-31,76.12,82.43,82.23,78.86,26076.8,2036016.07
2018-08-01,75.94,78.9,78.86,77.71,16042.88,1241505.33
2018-08-02,75.49,78.46,77.71,76.23,7392.22,566452.99
2018-08-03,74.89,77.89,76.23,77.67,12043.45,914116.68
2018-08-04,72.01,78.0,77.67,73.01,8220.22,608705.68
2018-08-05,72.34,74.75,73.01,74.75,10732.4,790791.79
2018-08-06,72.3,76.76,74.75,73.49,9750.06,724032.79
2018-08-07,66.71,75.15,73.49,67.37,20641.04,1461630.41
2018-08-08,60.85,67.48,67.37,62.15,26042.89,1671794.31
2018-08-09,60.1,64.98,62.15,62.98,19311.77,1205106.37
2018-08-10,58.22,63.19,62.98,59.15,27406.93,1677048.39
2018-08-11,55.15,59.84,59.15,57.79,16507.9,943036.4
2018-08-12,57.4,61.71,57.79,59.24,13641.73,814844.65
2018-08-13,55.68,60.6,59.24,56.5,19440.86,1122234.32
2018-08-14,49.4,56.5,56.5,54.25,40119.03,2078809.96
2018-08-15,53.91,59.37,54.25,54.39,40803.71,2293252.2
2018-08-16,54.2,57.57,54.39,55.25,11057.79,619484.19
2018-08-17,55.24,62.09,55.25,61.78,16927.28,996795.23
2018-08-18,55.24,62.3,61.78,57.17,13546.31,786454.67
2018-08-19,56.31,59.1,57.17,57.9,12843.46,742356.78
2018-08-20,53.24,58.59,57.9,53.46,32947.22,1826668.86
2018-08-21,53.3,56.9,53.46,56.47,14831.69,821356.27
2018-08-22,53.87,59.27,56.47,55.15,29045.11,1638491.88
2018-08-23,54.91,57.85,55.15,57.25,8748.29,488489.36
2018-08-24,55.62,58.3,57.25,57.96,6727.03,384167.49
2018-08-25,57.09,58.31,57.96,57.94,3612.04,208500.29
2018-08-26,55.8,58.17,57.94,57.02,6231.97,352067.33
2018-08-27,56.58,61.11,57.02,60.63,7181.14,421656.83
2018-08-28,59.7,63.78,60.63,63.13,19683.6,1211770.6
2018-08-29,60.19,63.36,63.13,61.44,15991.57,986909.24
2018-08-30,58.63,61.64,61.44,60.1,13636.45,817189.46
2018-08-31,59.51,62.73,60.1,62.15,8610.72,524576.51
2018-09-01,62.14,68.17,62.15,66.45,24683.5,1606428.47
2018-09-02,64.21,67.0,66.45,66.12,14174.31,929262.52
2018-09-03,64.3,66.5,66.12,65.31,9417.84,613689.61
2018-09-04,65.31,69.4,65.31,67.6,16967.09,1146350.73
2018-09-05,57.45,68.23,67.6,57.71,45860.61,2846420.42
2018-09-06,53.73,57.89,57.71,57.31,41530.44,2305991.05
2018-09-07,55.18,58.45,57.31,55.68,15848.49,895943.35
2018-09-08,51.62,57.25,55.68,52.95,14448.77,777505.52
2018-09-09,52.21,56.8,52.95,54.69,12910.49,708648.35
2018-09-10,52.93,56.61,54.69,54.3,17084.36,933838.83
2018-09-11,50.03,54.78,54.3,51.92,24357.42,1289880.78
2018-09-12,47.05,52.07,51.92,51.66,24997.0,1240694.54
2018-09-13,51.62,55.35,51.66,54.44,23284.02,1253483.93
2018-09-14,52.92,58.96,54.44,56.3,30043.74,1678524.28
2018-09-15,55.5,59.0,56.3,56.35,17609.81,1015149.52
2018-09-16,54.5,57.44,56.35,56.76,12674.58,712959.62
2018-09-17,51.41,57.94,56.76,52.23,33368.54,1803288.41
2018-09-18,50.57,55.39,52.23,53.86,24885.62,1332187.34
2018-09-19,51.61,54.96,53.86,54.17,19160.12,1025758.35
2018-09-20,53.44,57.45,54.17,56.5,16201.42,892675.64
2018-09-21,56.31,62.6,56.5,60.84,35324.08,2083444.52
2018-09-22,58.0,61.75,60.84,60.53,16447.56,985450.05
2018-09-23,59.76,63.57,60.53,61.37,17727.27,1098009.58
2018-09-24,57.15,61.37,61.37,57.93,29523.65,1721992.38
2018-09-25,54.4,58.06,57.93,57.44,28599.09,1608064.84
2018-09-26,56.41,59.71,57.44,57.25,24072.13,1394927.88
2018-09-27,56.52,65.5,57.25,63.06,51819.39,3214302.73
2018-09-28,60.14,64.65,63.06,61.62,23024.01,1434661.12
2018-09-29,58.52,62.0,61.62,61.2,14985.9,906416.62
2018-09-30,59.48,62.72,61.2,60.83,21113.33,1283488.29
2018-10-01,59.17,61.89,60.83,60.05,14249.83,863302.81
2018-10-02,58.59,61.31,60.05,58.99,10894.78,651025.71
2018-10-03,56.3,59.15,58.99,57.18,19819.24,1134968.67
2018-10-04,57.01,58.89,57.18,57.93,15595.7,907289.69
2018-10-05,57.23,59.4,57.93,58.58,6540.14,378756.17
2018-10-06,56.69,58.73,58.58,57.87,7913.77,455149.19
2018-10-07,56.44,58.25,57.87,58.0,11268.83,644225.45
2018-10-08,57.23,59.81,58.0,59.12,10487.86,613796.03
2018-10-09,57.84,59.37,59.12,58.35,14120.94,825128.01
2018-10-10,56.77,58.45,58.35,57.38,8539.06,489839.78
2018-10-11,49.72,57.47,57.38,50.65,29658.62,1546433.74
2018-10-12,49.95,53.36,50.65,52.92,15295.02,800408.61
2018-10-13,52.37,53.99,52.92,52.68,5574.65,295675.24
2018-10-14,50.88,53.32,52.68,51.17,7069.38,369443.47
2018-10-15,50.91,57.02,51.17,53.42,33953.84,1820577.21
2018-10-16,52.45,54.07,53.42,53.05,10962.4,583351.73
2018-10-17,52.1,53.23,53.05,52.8,9043.22,476080.16
2018-10-18,51.02,53.42,52.8,51.77,9059.14,470242.05
2018-10-19,51.44,53.14,51.77,52.38,12756.24,664568.56
2018-10-20,51.95,53.03,52.38,52.76,1893.83,99585.98
2018-10-21,52.0,53.27,52.76,52.16,6803.26,357912.95
2018-10-22,51.44,52.53,52.16,51.65,7491.3,389204.35
2018-10-23,51.3,52.6,51.65,52.1,7006.03,363789.55
2018-10-24,51.72,52.76,52.1,51.87,5159.05,268949.13
2018-10-25,51.52,52.04,51.87,51.85,4193.8,217054.25
2018-10-26,51.12,52.31,51.85,51.67,9025.69,465451.1
2018-10-27,51.24,51.84,51.67,51.49,2569.68,132335.78
2018-10-28,51.11,51.7,51.49,51.54,2868.63,147519.0
2018-10-29,47.39,51.59,51.54,48.54,22810.03,1124455.55
2018-10-30,48.36,49.15,48.54,48.96,24963.25,1219549.86
2018-10-31,47.59,50.18,48.96,49.37,7586.25,371020.29
2018-11-01,49.35,50.37,49.37,50.19,6788.49,337785.84
2018-11-02,50.04,51.66,50.19,50.99,12048.58,613749.25
2018-11-03,50.3,51.14,50.99,50.57,3518.06,178694.32
2018-11-04,50.22,55.88,50.57,54.02,20953.17,1119735.73
2018-11-05,52.68,54.74,54.02,53.49,16518.97,880089.57
2018-11-06,53.38,56.14,53.49,55.91,23614.09,1285329.44
2018-11-07,53.13,56.44,55.91,53.87,13762.72,751901.24
2018-11-08,51.83,54.42,53.87,52.0,14952.98,794512.23
2018-11-09,51.11,52.43,52.0,51.69,7497.18,388247.41
2018-11-10,51.27,52.28,51.69,51.69,3893.77,201779.36
2018-11-11,49.33,52.01,51.69,50.65,7276.74,367637.58
2018-11-12,49.93,51.35,50.65,50.28,10161.37,512572.16
2018-11-13,48.31,50.41,50.28,48.89,15713.5,782421.55
2018-11-14,40.18,49.87,48.89,42.68,80373.95,3491236.83
2018-11-15,39.53,43.79,42.68,43.28,41734.67,1743183.6
2018-11-16,41.35,43.55,43.28,41.82,12477.4,529768.72
2018-11-17,41.13,41.82,41.82,41.59,7721.33,320053.22
2018-11-18,41.5,42.96,41.59,41.83,8054.3,338245.16
2018-11-19,35.0,41.83,41.83,35.81,61743.61,2319306.04
2018-11-20,30.22,37.56,35.81,32.3,120379.91,3990326.36
2018-11-21,31.06,34.36,32.3,34.29,56018.5,1838373.69
2018-11-22,31.19,34.6,34.29,31.3,29413.16,978552.08
2018-11-23,30.35,32.76,31.3,31.77,54501.03,1708641.82
2018-11-24,27.78,32.96,31.77,28.59,49269.41,1475659.73
2018-11-25,26.31,32.0,28.59,30.43,62905.76,1827352.15
2018-11-26,27.61,31.78,30.43,29.09,61803.68,1849817.56
2018-11-27,28.15,31.28,29.09,30.81,37430.14,1105012.44
2018-11-28,30.69,36.0,30.81,34.32,78896.93,2643099.87
2018-11-29,32.75,35.37,34.32,33.55,38197.53,1296350.96
2018-11-30,30.64,34.1,33.55,31.66,41921.47,1338342.94
2018-12-01,31.02,34.88,31.66,33.66,15030.16,497288.42
2018-12-02,32.77,34.68,33.66,33.27,16231.4,543572.67
2018-12-03,29.49,33.42,33.27,30.51,50910.54,1589603.48
2018-12-04,29.54,31.9,30.51,30.7,22242.4,686350.53
2018-12-05,28.6,30.99,30.7,28.76,40769.67,1217335.97
2018-12-06,25.88,30.25,28.76,26.33,60122.61,1703784.73
2018-12-07,22.25,26.37,26.33,24.81,87385.98,2138497.33
2018-12-08,22.91,26.5,24.81,24.12,33353.42,812228.53
2018-12-09,24.12,26.61,24.12,25.29,28831.84,732213.84
2018-12-10,23.53,25.57,25.29,24.01,45372.93,1109390.87
2018-12-11,22.74,24.39,24.01,23.22,28160.84,658398.11
2018-12-12,23.03,24.92,23.22,23.99,24138.67,585710.54
2018-12-13,22.64,24.15,23.99,22.82,29414.02,690167.88
2018-12-14,22.24,23.49,22.82,23.07,37264.86,852016.36
2018-12-15,22.86,23.75,23.07,23.46,17000.02,396229.55
2018-12-16,23.4,26.73,23.46,25.2,52507.52,1349601.78
2018-12-17,25.13,30.36,25.2,28.91,101633.86,2882342.75
2018-12-18,27.69,30.27,28.91,30.08,59289.22,1706193.29
2018-12-19,28.62,31.59,30.08,29.07,76525.03,2314914.42
2018-12-20,28.64,33.1,29.07,32.35,100729.09,3153260.77
2018-12-21,29.65,33.02,32.35,30.2,51316.98,1608226.72
2018-12-22,29.69,31.61,30.2,31.59,11441.53,350856.93
2018-12-23,31.49,33.84,31.59,33.11,25486.82,832647.57
2018-12-24,32.53,36.58,33.11,32.84,56571.73,1970862.12
2018-12-25,29.0,32.98,32.84,30.73,45837.57,1400813.96
2018-12-26,28.89,32.09,30.73,30.54,30915.42,935240.76
2018-12-27,27.46,31.09,30.54,27.71,37603.27,1080942.19
2018-12-28,27.71,33.58,27.71,32.25,50447.68,1583369.03
2018-12-29,30.31,33.28,32.25,30.51,23447.62,745856.85
2018-12-30,30.0,32.0,30.51,31.52,15541.15,483854.21
2018-12-31,29.4,31.62,31.52,29.9,29353.37,900836.73
2019-01-01,29.52,31.99,29.9,31.44,13312.66,410385.35
2019-01-02,31.37,33.52,31.44,33.0,29289.47,950525.86
2019-01-03,30.91,33.04,33.0,31.64,25585.69,813580.6
2019-01-04,31.0,32.7,31.64,32.21,30070.16,957425.41
2019-01-05,32.03,36.0,32.21,34.45,54636.74,1895829.37
2019-01-06,34.03,40.2,34.45,38.97,94928.3,3575279.97
2019-01-07,37.08,39.5,38.97,37.61,54113.58,2065597.55
2019-01-08,37.48,41.17,37.61,39.16,61437.04,2435093.12
2019-01-09,38.37,40.05,39.16,38.51,28556.53,1118548.34
2019-01-10,31.8,39.24,38.51,33.27,91969.47,3184697.65
2019-01-11,31.15,33.69,33.27,31.65,51216.56,1666085.45
2019-01-12,31.44,32.33,31.65,32.1,15684.56,501177.77
2019-01-13,29.54,33.03,32.1,29.89,43073.07,1332307.72
2019-01-14,29.76,32.8,29.89,32.0,47645.8,1507102.37
2019-01-15,30.21,32.43,32.0,31.09,32897.67,1042169.59
2019-01-16,30.76,32.13,31.09,31.42,14440.99,450957.47
2019-01-17,29.92,31.76,31.42,31.61,27639.33,848366.99
2019-01-18,30.55,31.71,31.61,30.92,18716.44,580940.32
2019-01-19,30.88,33.11,30.92,32.19,19678.69,636350.38
2019-01-20,30.0,33.09,32.19,30.6,34116.73,1062452.22
2019-01-21,30.38,31.25,30.6,30.89,12333.03,379731.64
2019-01-22,29.26,32.0,30.89,31.53,26568.75,819084.99
2019-01-23,31.25,32.12,31.53,31.62,14721.13,466642.03
2019-01-24,31.04,33.11,31.62,32.48,20898.59,672867.87
2019-01-25,31.86,32.95,32.48,32.75,17878.26,579104.17
2019-01-26,32.53,33.97,32.75,32.76,30382.07,1005452.82
2019-01-27,31.25,32.97,32.76,32.08,23416.25,755382.84
2019-01-28,29.87,32.21,32.08,30.87,46585.07,1429527.12
2019-01-29,29.9,31.18,30.87,30.75,26195.39,798854.05
2019-01-30,30.34,31.79,30.75,31.61,28432.68,891706.81
2019-01-31,30.85,32.13,31.61,31.26,19264.29,605134.88
2019-02-01,30.53,33.21,31.26,32.28,114118.1,3596074.05
2019-02-02,32.19,34.58,32.28,34.15,84174.13,2784735.26
2019-02-03,32.39,34.53,34.15,33.0,99992.64,3339109.57
2019-02-04,32.95,34.01,33.0,33.69,42482.06,1421839.22
2019-02-05,33.23,34.05,33.69,33.9,18653.87,628358.26
2019-02-06,31.91,34.06,33.9,32.49,46427.1,1510800.29
2019-02-07,32.39,33.2,32.49,32.75,19206.81,629879.4
2019-02-08,32.49,44.41,32.75,42.77,245880.62,9636885.37
2019-02-09,41.8,46.0,42.77,44.19,173123.01,7560619.46
2019-02-10,41.59,47.0,44.19,46.3,182580.41,8165568.36
2019-02-11,41.22,46.45,46.3,42.48,140203.28,6116582.76
2019-02-12,41.5,44.16,42.48,43.29,86867.55,3734392.1
2019-02-13,40.16,44.18,43.29,41.2,81063.85,3407842.31
2019-02-14,39.63,41.98,41.2,40.93,54435.37,2228282.31
2019-02-15,40.7,44.19,40.93,42.15,52678.04,2206598.01
2019-02-16,41.74,43.84,42.15,42.93,50359.76,2168480.98
2019-02-17,41.97,44.69,42.93,43.49,50401.77,2176934.02
2019-02-18,43.21,48.75,43.49,47.32,149749.96,6853248.41
2019-02-19,46.25,48.8,47.32,46.89,56841.82,2702002.65
2019-02-20,45.82,51.85,46.89,51.03,102623.75,5120633.76
2019-02-21,47.46,51.21,51.03,48.49,68141.45,3349404.16
2019-02-22,47.57,49.4,48.49,49.09,62519.06,3050183.92
2019-02-23,47.65,51.85,49.09,51.25,66938.18,3336430.33
2019-02-24,42.45,53.44,51.25,43.64,168183.13,7762294.7
2019-02-25,43.34,46.8,43.64,45.33,61816.47,2780898.5
2019-02-26,44.0,45.64,45.33,44.62,53603.1,2409376.9
2019-02-27,42.33,45.4,44.62,44.87,43193.13,1909677.81
2019-02-28,44.6,46.63,44.87,45.52,55715.15,2538970.34
2019-03-01,45.34,48.73,45.52,46.92,49226.35,2321943.16
2019-03-02,46.29,49.06,46.92,48.36,34325.23,1648693.63
2019-03-03,46.91,48.83,48.36,47.65,23875.78,1139575.52
2019-03-04,44.55,47.95,47.65,45.72,47296.58,2169470.99
2019-03-05,45.23,54.0,45.72,52.31,142828.21,7301688.26
2019-03-06,51.11,56.49,52.31,55.32,91735.82,4957225.86
2019-03-07,53.72,58.86,55.32,56.54,74271.39,4203343.34
2019-03-08,53.88,58.19,56.54,55.29,63597.19,3568542.58
2019-03-09,55.18,59.18,55.29,57.54,47138.95,2699698.68
2019-03-10,55.71,57.59,57.54,56.28,29606.28,1669818.05
2019-03-11,53.61,56.92,56.28,54.63,38983.44,2137325.1
2019-03-12,52.1,56.7,54.63,56.27,37998.24,2088326.14
2019-03-13,54.04,56.44,56.27,55.33,27040.39,1492389.16
2019-03-14,51.37,57.99,55.33,55.71,55426.35,3062026.72
2019-03-15,55.56,58.66,55.71,58.19,36803.32,2105457.15
2019-03-16,58.0,61.6,58.19,60.92,55525.47,3359645.49
2019-03-17,59.36,61.1,60.92,60.24,17618.65,1061691.12
2019-03-18,57.83,62.22,60.24,58.97,34588.6,2056946.64
2019-03-19,58.04,59.77,58.97,59.22,25062.52,1478561.02
2019-03-20,56.79,60.59,59.22,60.11,27381.87,1619909.51
2019-03-21,57.12,60.47,60.11,58.6,23521.97,1379047.28
2019-03-22,57.77,59.45,58.6,59.3,21957.85,1284600.3
2019-03-23,58.86,61.26,59.3,60.38,15834.81,956156.72
2019-03-24,58.63,60.53,60.38,59.57,15238.42,905262.1
2019-03-25,57.77,60.34,59.57,58.67,24039.5,1417822.49
2019-03-26,56.98,58.85,58.67,58.33,19988.51,1160425.32
2019-03-27,58.28,61.58,58.33,61.25,35784.41,2157763.88
2019-03-28,59.92,61.25,61.25,60.18,11970.43,722233.87
2019-03-29,59.77,61.44,60.18,61.16,30945.86,1874018.98
2019-03-30,59.65,61.42,61.16,60.2,27150.12,1641033.95
2019-03-31,59.7,60.52,60.2,60.41,11863.27,712530.18
2019-04-01,59.84,60.87,60.41,60.43,16257.98,980029.09
2019-04-02,60.15,79.13,60.43,77.57,143234.65,9896072.24
2019-04-03,76.01,99.62,77.57,85.67,314725.38,27764595.02
2019-04-04,80.51,90.3,85.67,84.67,92845.17,7917724.69
2019-04-05,84.21,90.25,84.67,88.6,59276.88,5195685.48
2019-04-06,85.26,97.79,88.6,92.65,57279.69,5282050.5
2019-04-07,88.8,95.45,92.65,91.82,28148.43,2596776.92
2019-04-08,86.36,94.19,91.82,89.64,41902.43,3747000.37
2019-04-09,83.88,89.64,89.64,86.95,27724.49,2410733.08
2019-04-10,86.51,91.8,86.95,88.09,38967.39,3469610.64
2019-04-11,75.25,88.79,88.09,79.44,104741.65,8371407.73
2019-04-12,75.53,81.04,79.44,79.09,50819.42,3987098.15
2019-04-13,76.22,81.61,79.09,77.97,24500.49,1940848.96
2019-04-14,76.4,83.87,77.97,83.71,28102.62,2252901.78
2019-04-15,74.45,84.72,83.71,78.35,55765.46,4421457.98
2019-04-16,77.11,81.83,78.35,81.08,35362.8,2817903.03
2019-04-17,78.52,82.11,81.08,79.27,20146.9,1612317.72
2019-04-18,79.26,83.93,79.27,82.08,42799.97,3500711.8
2019-04-19,79.99,83.71,82.08,82.45,26729.13,2188376.9
2019-04-20,79.67,83.11,82.45,81.47,15866.63,1291322.39
2019-04-21,73.42,82.29,81.47,77.51,56490.01,4309862.88
2019-04-22,75.45,78.29,77.51,76.8,35170.82,2708201.47
2019-04-23,73.89,79.75,76.8,74.16,43099.12,3344288.22
2019-04-24,70.43,75.21,74.16,73.11,55178.38,3998324.88
2019-04-25,69.02,74.74,73.11,70.75,54113.36,3926128.34
2019-04-26,68.74,73.34,70.75,71.7,46028.26,3270316.02
2019-04-27,70.13,71.81,71.7,70.27,9243.06,656119.41
2019-04-28,66.68,70.79,70.27,67.64,14464.3,989563.33
2019-04-29,64.82,68.38,67.64,66.5,26512.12,1755565.54
2019-04-30,66.5,74.08,66.5,73.17,33870.66,2388483.61
2019-05-01,71.03,74.78,73.17,72.53,31342.64,2273909.01
2019-05-02,71.43,73.45,72.53,72.45,20482.5,1485189.3
2019-05-03,71.93,80.0,72.45,77.75,59163.94,4567331.59
2019-05-04,73.75,81.53,77.75,77.31,44457.65,3425113.09
2019-05-05,74.5,77.33,77.31,74.75,19244.01,1458658.48
2019-05-06,70.99,76.17,74.75,74.25,46812.28,3439612.26
2019-05-07,72.68,77.98,74.25,73.25,59685.8,4495885.93
2019-05-08,71.16,75.0,73.25,73.69,36462.15,2663275.33
2019-05-09,72.19,75.56,73.69,73.95,40262.79,2972175.47
2019-05-10,72.32,79.17,73.95,76.76,61867.66,4702094.66
2019-05-11,76.76,96.0,76.76,87.88,148671.1,12932941.04
2019-05-12,83.01,94.44,87.88,84.71,146790.08,12954900.16
2019-05-13,84.09,93.46,84.71,87.87,105797.97,9443348.59
2019-05-14,85.83,94.6,87.87,91.49,120110.6,10857328.13
2019-05-15,90.46,104.44,91.49,102.15,149413.13,14655769.91
2019-05-16,90.15,107.53,102.15,95.68,129226.94,12689619.84
2019-05-17,81.66,97.49,95.68,89.85,126247.36,11097289.06
2019-05-18,85.37,90.4,89.85,86.93,19180.11,1685533.78
2019-05-19,86.3,97.34,86.93,95.0,77777.38,7292068.79
2019-05-20,87.34,95.0,95.0,91.55,52063.0,4755379.07
2019-05-21,89.48,93.49,91.55,91.43,22058.39,2019627.63
2019-05-22,85.59,92.58,91.43,87.71,46694.43,4177299.22
2019-05-23,84.73,89.88,87.71,88.98,28111.52,2445688.12
2019-05-24,88.38,103.99,88.98,100.61,106276.39,10314857.92
2019-05-25,99.32,104.98,100.61,103.1,45913.58,4714960.21
2019-05-26,99.25,114.79,103.1,112.75,54504.23,5795531.22
2019-05-27,110.64,122.16,112.75,116.39,133668.99,15397989.75
2019-05-28,111.42,118.35,116.39,114.88,51557.83,5897929.3
2019-05-29,108.4,118.42,114.88,115.21,67429.86,7736820.58
2019-05-30,102.0,120.8,115.21,108.17,135949.64,15288664.17
2019-05-31,104.01,115.02,108.17,114.21,59625.25,6511864.82
2019-06-01,107.27,116.22,114.21,112.27,36550.97,4118780.63
2019-06-02,111.2,116.73,112.27,114.78,25662.19,2939227.02
2019-06-03,104.52,116.26,114.78,105.95,73560.42,8101751.71
2019-06-04,97.59,114.5,105.95,102.0,94726.05,9730821.13
2019-06-05,100.06,105.29,102.0,104.0,34408.58,3549111.79
2019-06-06,101.0,112.2,104.0,111.35,56201.33,5909496.12
2019-06-07,109.97,121.29,111.35,117.15,72055.01,8319619.79
2019-06-08,114.03,119.79,117.15,118.51,22364.72,2615399.88
2019-06-09,111.35,119.2,118.51,115.07,41534.2,4767173.38
2019-06-10,112.59,130.5,115.07,129.92,99642.35,12334913.84
2019-06-11,125.41,139.1,129.92,136.29,116953.99,15436743.98
2019-06-12,130.45,144.88,136.29,135.97,150091.94,20724481.93
2019-06-13,128.02,137.0,135.97,130.94,72472.36,9647192.2
2019-06-14,125.75,133.35,130.94,132.9,71199.7,9263795.48
2019-06-15,132.88,140.17,132.9,138.06,38001.6,5184152.88
2019-06-16,133.67,139.1,138.06,136.79,47175.1,6427337.91
2019-06-17,132.1,137.29,136.79,134.0,45636.92,6151799.56
