,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",7313467,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
2,"MONTERO (Call Me By Your Name)","Lil Nas X",7168582,https://open.spotify.com/track/3BZEcbdtXQSo7OrvKRJ6mb
3,"Astronaut In The Ocean","Masked Wolf",4142337,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
4,"drivers license","Olivia Rodrigo",3582972,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
5,telepatía,"Kali Uchis",3476308,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
6,"Save Your Tears","The Weeknd",3447979,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
7,"Leave The Door Open","Bruno Mars",3387753,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh
8,"Heartbreak Anniversary",Giveon,3191562,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
9,"deja vu","Olivia Rodrigo",3032103,https://open.spotify.com/track/61KpQadow081I2AsbeLcsb
10,Fiel,"Los Legendarios",2978535,https://open.spotify.com/track/7Bk0uXKk1uPT0XuQbpFzvs
11,"Hold On","Justin Bieber",2901460,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5
12,"Levitating (feat. DaBaby)","Dua Lipa",2863707,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
13,"Blinding Lights","The Weeknd",2775264,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
14,DÁKITI,"Bad Bunny",2581767,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
15,Up,"Cardi B",2572070,https://open.spotify.com/track/1M4OcYkxAtu3ErzSgDEfoi
16,"The Business",Tiësto,2485050,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
17,"Calling My Phone","Lil Tjay",2234871,https://open.spotify.com/track/3J8EOeKLTLXORtWPpOU5bE
18,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,2218686,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
19,"Mood (feat. iann dior)",24kGoldn,2098979,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
20,"WITHOUT YOU","The Kid LAROI",2081692,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
21,Streets,"Doja Cat",2078111,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
22,Bandido,"Myke Towers",2069847,https://open.spotify.com/track/1xK1Gg9SxG8fy2Ya373oqb
23,Arcade,"Duncan Laurence",1880662,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
24,Dynamite,BTS,1836757,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
25,"Film out",BTS,1796943,https://open.spotify.com/track/3UHPGOkUcE4hE7sqBF4Snt
26,"Watermelon Sugar","Harry Styles",1767965,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
27,"Heat Waves","Glass Animals",1765969,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
28,"LA NOCHE DE ANOCHE","Bad Bunny",1762643,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
29,Anyone,"Justin Bieber",1729624,https://open.spotify.com/track/2WnAKZefdRHxtBEkRjFOHC
30,"Your Love (9PM)",ATB,1678937,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
31,"Ella No Es Tuya - Remix","Rochy RD",1671695,https://open.spotify.com/track/5YYW3yRktprLRr47WK219Y
32,"Someone You Loved","Lewis Capaldi",1661565,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
33,"Goosebumps - Remix","Travis Scott",1655083,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9
34,"Good Days",SZA,1647432,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
35,"We're Good","Dua Lipa",1635826,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
36,positions,"Ariana Grande",1634182,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
37,911,Sech,1627175,https://open.spotify.com/track/2TksvaRivgAEj780DgRB73
38,"Met Him Last Night (feat. Ariana Grande)","Demi Lovato",1587797,https://open.spotify.com/track/4yyX2Iu4xJjW9xMvBZKSBi
39,"Baila Conmigo (with Rauw Alejandro)","Selena Gomez",1582095,https://open.spotify.com/track/079Ey5uxL04AKPQgVQwx5h
40,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",1564062,https://open.spotify.com/track/6fRxMU4LWwyaSSowV441IU
41,"As I Am (feat. Khalid)","Justin Bieber",1557293,https://open.spotify.com/track/6F2r4HgpJnvKDmkN6JEN6J
42,"Don't Start Now","Dua Lipa",1537632,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
43,"Holy (feat. Chance The Rapper)","Justin Bieber",1523271,https://open.spotify.com/track/6Xgq7MvZiet0hVi3KaDSgJ
44,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",1494262,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
45,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",1470904,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
46,"What’s Next",Drake,1467251,https://open.spotify.com/track/3aQem4jVGdhtg116TmJnHz
47,"Best Friend (feat. Doja Cat)",Saweetie,1435417,https://open.spotify.com/track/2etHQJxIbV0soyPhelVs9Y
48,"Hecha Pa' Mi",Boza,1401258,https://open.spotify.com/track/3VvA1wSxukMLsvXoXtlwWx
49,"On The Ground",ROSÉ,1397864,https://open.spotify.com/track/2pn8dNVSpYnAtlKFC8Q0DJ
50,Whoopty,CJ,1397251,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
51,"you broke me first","Tate McRae",1372446,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
52,"Paradise (feat. Dermot Kennedy)",MEDUZA,1363198,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
53,34+35,"Ariana Grande",1335144,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
54,"GIRL LIKE ME","Black Eyed Peas",1313894,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
55,"Head & Heart (feat. MNEK)","Joel Corry",1306136,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
56,"Sweater Weather","The Neighbourhood",1299668,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
57,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,1298965,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
58,"What You Know Bout Love","Pop Smoke",1279436,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
59,"My Head & My Heart","Ava Max",1217776,https://open.spotify.com/track/1KixkQVDUHggZMU9dUobgm
60,"Dance Monkey","Tones And I",1215869,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
61,"Lonely (with benny blanco)","Justin Bieber",1211970,https://open.spotify.com/track/3S8jK1mGzQi24ilFb45DAZ
62,"WAP (feat. Megan Thee Stallion)","Cardi B",1192716,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
63,"Prisoner (feat. Dua Lipa)","Miley Cyrus",1167155,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
64,HOLIDAY,"Lil Nas X",1164662,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
65,"Headshot (feat. Polo G & Fivio Foreign)","Lil Tjay",1161336,https://open.spotify.com/track/4eNOLmx8r2IJAVKvBBL1jv
66,"Before You Go","Lewis Capaldi",1161198,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
67,"Roses - Imanbek Remix","SAINt JHN",1145593,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
68,SugarCrash!,ElyOtto,1140313,https://open.spotify.com/track/2ePtv8MlBO9nuuXABqAfEX
69,"Therefore I Am","Billie Eilish",1134162,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
70,Heather,"Conan Gray",1133019,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
71,BICHOTA,"KAROL G",1120085,https://open.spotify.com/track/1WvrDdouh6C51In1SdATbq
72,"At My Worst","Pink Sweat$",1107390,https://open.spotify.com/track/2MJz8BxxMsERULatmBikDH
73,"lovely (with Khalid)","Billie Eilish",1102196,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
74,Reloj,"Rauw Alejandro",1080436,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J
75,"Talking to the Moon","Bruno Mars",1077196,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
76,Circles,"Post Malone",1058721,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
77,"Wants and Needs (feat. Lil Baby)",Drake,1056793,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
78,"Cupid's Chokehold / Breakfast in America","Gym Class Heroes",1055286,https://open.spotify.com/track/2Lhdl74nwwVGOE2Gv35QuK
79,Hawái,Maluma,1035811,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
80,Runaway,AURORA,1035715,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
81,"Adore You","Harry Styles",1030360,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
82,BED,"Joel Corry",1019315,https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS
83,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",1015527,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
84,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1002947,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
85,"death bed (coffee for your head)",Powfu,998480,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
86,"Cloud 9","Beach Bunny",987706,https://open.spotify.com/track/6vFsBXYczYsP0H3lgunZOm
87,"EL MAKINON","KAROL G",986245,https://open.spotify.com/track/2FSGUA0gFgGeQdprjtGM2M
88,"Batom de Cereja - Ao Vivo","Israel & Rodolffo",975401,https://open.spotify.com/track/2MZQAvsA7aZDssppBLRxYp
89,"Travesuras - Remix","Nio Garcia",969307,https://open.spotify.com/track/0VWLId2RwPCno9s1cJm2Vy
90,Shallow,"Lady Gaga",965987,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
91,Señorita,"Shawn Mendes",964658,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
92,Believer,"Imagine Dragons",960322,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
93,Memories,"Maroon 5",954562,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
94,goosebumps,"Travis Scott",953119,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
95,"Lucid Dreams","Juice WRLD",947362,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
96,"Machu Picchu",Camilo,936135,https://open.spotify.com/track/6RV9pRLIQiXm3qTGeyQluf
97,"Life Goes On",BTS,929090,https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSwD
98,Golden,"Harry Styles",926869,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
99,"Follow You","Imagine Dragons",923703,https://open.spotify.com/track/7FdUvDkaE24o3FPIWTvzv2
100,"La Nota","Manuel Turizo",920363,https://open.spotify.com/track/7ndTONDDRFGiPnnhOzOXxq
101,"No Te Enamores - Remix",Milly,917462,https://open.spotify.com/track/2mM3gZ0BbPwPPMelbA8vgt
102,"The Box","Roddy Ricch",913005,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
103,"bad guy","Billie Eilish",911688,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
104,"Run It Up (feat. Offset & Moneybagg Yo)","Lil Tjay",909519,https://open.spotify.com/track/1dg3qy5DjoJodawfOCgrTP
105,"Say You Won't Let Go","James Arthur",905237,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
106,"Take Me To Church",Hozier,903583,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
107,"Blueberry Faygo","Lil Mosey",892060,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
108,"Laugh Now Cry Later (feat. Lil Durk)",Drake,884331,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
109,LOCATION,"KAROL G",874644,https://open.spotify.com/track/478g4LSkyMB1PMkVOVmIaE
110,Perfect,"Ed Sheeran",873679,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
111,"Savage Love (Laxed - Siren Beat)","Jawsh 685",871295,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
112,"Breaking Me",Topic,866649,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
113,"Shape of You","Ed Sheeran",863770,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
114,"Dreams - 2004 Remaster","Fleetwood Mac",861807,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
115,"The Hills","The Weeknd",855801,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
116,Gone,ROSÉ,855774,https://open.spotify.com/track/2dHoVW9AxJVSRebPRyV2aA
117,"Slumber Party (feat. Princess Nokia)",Ashnikko,854865,https://open.spotify.com/track/11ZulcYY4lowvcQm4oe3VJ
118,"Martin & Gina","Polo G",852718,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
119,Goosebumps,HVME,851159,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
120,"TE MUDASTE","Bad Bunny",850771,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY
121,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",850025,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
122,"Daddy Issues","The Neighbourhood",844729,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
123,"Back In Blood (feat. Lil Durk)","Pooh Shiesty",837130,https://open.spotify.com/track/7FGdjbZ32vMybPuP0IuE7d
124,WACHA,KHEA,834070,https://open.spotify.com/track/5RmSunLqeDqNWww8LWhAiK
125,"Somebody That I Used To Know",Gotye,829175,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
126,"L-Gante: Bzrp Music Sessions, Vol.38",Bizarrap,828965,https://open.spotify.com/track/1Crj1zkRMpsEjb9NOR6Zof
127,"HIGHEST IN THE ROOM","Travis Scott",824717,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
128,"Disco Arranhado - Funk Remix",Malu,823622,https://open.spotify.com/track/2Gjt4rUHBUH0rMKpBg0hF4
129,"Bohemian Rhapsody - Remastered 2011",Queen,823515,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
130,"Break My Heart","Dua Lipa",822257,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
131,"Stereo Hearts (feat. Adam Levine)","Gym Class Heroes",817717,https://open.spotify.com/track/0qOnSQQF0yzuPWsXrQ9paz
132,"Just the Way You Are","Bruno Mars",817700,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
133,Falling,"Harry Styles",813950,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
134,"All of Me","John Legend",810387,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
135,"Jocelyn Flores",XXXTENTACION,807109,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
136,"Dancing With The Devil","Demi Lovato",806436,https://open.spotify.com/track/0VQ3GSPdl4njPOr3lyaoaD
137,"Cover Me In Sunshine",P!nk,799985,https://open.spotify.com/track/6Tio0ZoDeSQnI7EBAqWer2
138,"Do I Wanna Know?","Arctic Monkeys",792622,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
139,"If the World Was Ending - feat. Julia Michaels","JP Saxe",792250,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
140,"Life Is Good (feat. Drake)",Future,791265,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
141,Falling,"Trevor Daniel",790958,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
142,Dior,"Pop Smoke",783418,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
143,"Wishing Well","Juice WRLD",781745,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
144,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",780749,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1
145,"Counting Stars",OneRepublic,779756,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
146,"Rain On Me (with Ariana Grande)","Lady Gaga",779525,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
147,"Another One Bites The Dust - Remastered 2011",Queen,777408,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
148,"Train Wreck","James Arthur",775956,https://open.spotify.com/track/55Am8neGJkdj2ADaM3aw5H
149,"7 rings","Ariana Grande",774712,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
150,willow,"Taylor Swift",773386,https://open.spotify.com/track/3Uo7WG0vmLQ07WB4BDwy7D
151,Riptide,"Vance Joy",771516,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
152,"You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault)","Taylor Swift",770623,https://open.spotify.com/track/5pcjystBtalYeqaiXCcgEY
153,"Every Breath You Take","The Police",764937,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
154,"Relación - Remix",Sech,764471,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl
155,Yellow,Coldplay,764195,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
156,"Chica Ideal","Sebastian Yatra",761358,https://open.spotify.com/track/21N4Buj4xsyLb218lYle61
157,PROBLEMA,"Daddy Yankee",760625,https://open.spotify.com/track/2dl5K2ScW7jYhAhuem06cm
158,"Mi Niña",Wisin,757371,https://open.spotify.com/track/2bgcUk2A3jjKbCJ7KPquTi
159,Robbery,"Juice WRLD",754099,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
160,"Come & Go (with Marshmello)","Juice WRLD",753734,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
161,"Hasta Abajo","Kevin Roldan",750201,https://open.spotify.com/track/4PEfJZpVjdclfzZ9XO8uDw
162,Afterglow,"Ed Sheeran",749292,https://open.spotify.com/track/0E4Y1XIbs8GrAT1YqVy6dq
163,"everything i wanted","Billie Eilish",747748,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
164,"Put Your Records On","Ritt Momney",746806,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9
165,"Ride It",Regard,746307,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
166,"my ex's best friend (with blackbear)","Machine Gun Kelly",745837,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
167,"SICKO MODE","Travis Scott",744740,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
168,SAD!,XXXTENTACION,744512,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
169,"Why'd You Only Call Me When You're High?","Arctic Monkeys",743502,https://open.spotify.com/track/48q0vSHcJdhK3IiXH8C5WJ
170,"What Other People Say","Sam Fischer",741144,https://open.spotify.com/track/2h9TDNEXRhcDIV3fsoEVq9
171,"Fan de Tus Fotos","Nicky Jam",740561,https://open.spotify.com/track/1mauYRwbpoGQX6itP2FAJC
172,"Wasted Love (feat. Lagique)",Ofenbach,739446,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
173,"Unstable (feat. The Kid LAROI)","Justin Bieber",737560,https://open.spotify.com/track/137mSruegm1u6x9NvwiagR
174,"Stuck with U (with Justin Bieber)","Ariana Grande",736258,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
175,"The Nights",Avicii,736198,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
176,"All Girls Are The Same","Juice WRLD",735116,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
177,"Mr. Brightside","The Killers",733351,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
178,Hayloft,"Mother Mother",729189,https://open.spotify.com/track/2kS6td1yvmpNgZTt1q5pQq
179,"Godzilla (feat. Juice WRLD)",Eminem,726787,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
180,"Además de Mí - Remix",Rusherking,722317,https://open.spotify.com/track/7I8L3vYCLThw2FDrE6LuzE
181,Closer,"The Chainsmokers",719220,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
182,"Hello (feat. A Boogie Wit da Hoodie)","Pop Smoke",719132,https://open.spotify.com/track/2r6OAV3WsYtXuXjvJ1lIDi
183,"hot girl bummer",blackbear,717489,https://open.spotify.com/track/2mt1IqcFyY1zmYZT8Q3xw9
184,"Off My Face","Justin Bieber",716265,https://open.spotify.com/track/3T03rPwlL8NVk1yIaxeD8U
185,Payphone,"Maroon 5",715191,https://open.spotify.com/track/1XGmzt0PVuFgQYYnV2It7A
186,"Bubblegum Bitch",MARINA,713763,https://open.spotify.com/track/1yOL7ZiXGx5ULeLoktAUAg
187,"Smells Like Teen Spirit",Nirvana,711969,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
188,Ghost,"Justin Bieber",711896,https://open.spotify.com/track/6I3mqTwhRpn34SLVafSH7G
189,"Take You Dancing","Jason Derulo",708241,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
190,"Tapão Na Raba","Raí Saia Rodada",707781,https://open.spotify.com/track/58pgi1RpcU2fVJsxhm7BIr
191,"POPSTAR (feat. Drake)","DJ Khaled",707383,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
192,"Electric Love",BØRNS,706080,https://open.spotify.com/track/2GiJYvgVaD2HtM8GqD9EgQ
193,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",705564,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
194,"In Your Eyes","The Weeknd",702177,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
195,Explícito,"Myke Towers",699309,https://open.spotify.com/track/6qraVL4IJaIj0IuEexYJNa
196,"Something Just Like This","The Chainsmokers",690983,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
197,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track","Jack Harlow",690862,https://open.spotify.com/track/0ZLuW8uOXdFNWcI40C0OC2
198,"The Less I Know The Better","Tame Impala",688734,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ
199,BEBÉ,Camilo,686243,https://open.spotify.com/track/3Zf4GutWZ7Hv3wsVQsSQPs
200,"when the party's over","Billie Eilish",686166,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
